epoch,head,loss,lr,tail_base,torso,val_head,val_loss,val_tail_base,val_torso
18,0.0032373028807342052,0.0020154069643467665,1e-04,0.0026700617745518684,0.00013885523367207497,0.004876597784459591,0.0030512025114148855,0.004055775236338377,0.0002212348481407389
19,0.0031706993468105793,0.0019877038430422544,1e-04,0.0026672810781747103,0.00012512883404269814,0.004246057942509651,0.002799720037728548,0.003906135680153966,0.000246966490522027
20,0.0031019002199172974,0.0018942299066111445,1e-04,0.0024609342217445374,0.00011985320452367887,0.004628090187907219,0.0030267159454524517,0.004138749558478594,0.00031330817728303373
21,0.0029311233665794134,0.0018544190097600222,1e-04,0.0025149406865239143,0.00011719331087078899,0.0043040611781179905,0.002850353019312024,0.0038232048973441124,0.000423793273512274
22,0.0026374636217951775,0.0015944610349833965,5e-05,0.002062674146145582,8.324678492499515e-05,0.0038661169819533825,0.002623772481456399,0.003798568621277809,0.00020663173927459866
23,0.0026010447181761265,0.0015460480935871601,5e-05,0.001963490154594183,7.36084402888082e-05,0.004368863999843597,0.0027657512109726667,0.003742616157978773,0.000185773940756917
24,0.0024957561399787664,0.0015330490423366427,5e-05,0.002027626382187009,7.576606003567576e-05,0.004337778780609369,0.0027888386975973845,0.0038369374815374613,0.0001917995687108487
25,0.0025078661274164915,0.0014943534042686224,5e-05,0.0019009357783943415,7.425773947034031e-05,0.003858331125229597,0.0026065357960760593,0.0037238888908177614,0.00023738652816973627
26,0.002281443914398551,0.0013660266995429993,5e-05,0.0017457575304433703,7.087911217240617e-05,0.004033421631902456,0.00271020014770329,0.003918535076081753,0.0001786436914699152
27,0.0023038466461002827,0.0013863487401977181,5e-05,0.0017801717622205615,7.502999505959451e-05,0.0038706830237060785,0.002682947088032961,0.003988486248999834,0.0001896724133985117
28,0.0022637415677309036,0.00133209815248847,5e-05,0.0016655229264870286,6.702913378830999e-05,0.0039320834912359715,0.0026310961693525314,0.0037902058102190495,0.00017100006516557187
29,0.0021676348987966776,0.0012831037165597081,5e-05,0.0016163975233212113,6.527796358568594e-05,0.004282616078853607,0.003008559811860323,0.00448548374697566,0.00025757934781722724
30,0.002248826902359724,0.001313266810029745,5e-05,0.0016198280500248075,7.11451648385264e-05,0.00388034014031291,0.0026541007682681084,0.003920467104762793,0.00016149476869031787
31,0.001986549934372306,0.001172006013803184,2.5e-05,0.0014733754796907306,5.609380968962796e-05,0.0046265325509011745,0.0030151542741805315,0.00420081801712513,0.00021811183250974864
32,0.0018634169828146696,0.0010714333038777113,2.5e-05,0.001295077265240252,5.580605284194462e-05,0.00381117663346231,0.0025174913462251425,0.0035590422339737415,0.00018225581152364612
33,0.0018141422187909484,0.0010611587204039097,2.5e-05,0.0013119855429977179,5.734825390391052e-05,0.004061132203787565,0.0028740607667714357,0.0043764966540038586,0.00018455309327691793
34,0.0018525253981351852,0.0010702890576794744,2.5e-05,0.0013017511228099465,5.659146700054407e-05,0.0038314189296215773,0.0026461626403033733,0.003947536926716566,0.00015953245747368783
35,0.0018004910089075565,0.001041522715240717,2.5e-05,0.0012701130472123623,5.396441338234581e-05,0.00427399342879653,0.0027823003474622965,0.0038632068317383528,0.00020970033074263483
36,0.0017559373518452048,0.001006737002171576,2.5e-05,0.0012083688052371144,5.5903565225889906e-05,0.004170876927673817,0.0027743461541831493,0.004004916176199913,0.00014724457287229598
37,0.0017113983631134033,0.0009860360296443105,2.5e-05,0.0011931871995329857,5.352260996005498e-05,0.00391021091490984,0.0025895917788147926,0.003675662213936448,0.0001829027314670384
38,0.001630459795705974,0.0009438261622563004,1.25e-05,0.0011503397254273295,5.067878373665735e-05,0.004039582796394825,0.002780074719339609,0.004156869370490313,0.00014377209299709648
39,0.0016295125242322683,0.000943307823035866,1.25e-05,0.0011502543929964304,5.015646820538677e-05,0.004122998099774122,0.002934998134151101,0.004501841031014919,0.00018015425303019583
40,0.0016961724031716585,0.0009660702780820429,1.25e-05,0.0011522850254550576,4.975357296643779e-05,0.003911326639354229,0.0027652811259031296,0.004193546250462532,0.00019097048789262772
41,0.0016688737086951733,0.0009279226651415229,1.25e-05,0.0010663915891200304,4.8503261496080086e-05,0.003975249826908112,0.0026614931412041187,0.003802921622991562,0.00020630839571822435
42,0.0016354304971173406,0.0009174267179332674,1.25e-05,0.0010688959155231714,4.795328277396038e-05,0.004267219454050064,0.0029724962078034878,0.004463421180844307,0.00018684638780541718
